id,user_query,lang,parsed_intent,entities,knowledge_ids,reasoning_chain,solution_response,citation
M000655,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000656,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000657,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000658,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000659,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000660,"Nipo na kifuta machozi baada ya miaka 6? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000661,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000662,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000663,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000664,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000665,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000666,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000667,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000668,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000669,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000670,"Kifuta jasho kwa miaka 10? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000671,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya kilimo cha mazao na mifugo kilimo, niko Dar es Salaam.)",sw,severance_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000672,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya zahanati afya, niko Dar es Salaam.)",sw,severance_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000673,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya kazi nyumbani ya balozi kazi za nyumbani, niko Dar es Salaam.)",sw,severance_query,sector=domestic;sub_sector=diplomat household;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000674,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya hoteli nyota 3 ukarimu, niko Dar es Salaam.)",sw,severance_query,sector=hospitality;sub_sector=3-star hotel;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000675,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya ulinzi wa ndani ulinzi, niko Dar es Salaam.)",sw,severance_query,sector=security;sub_sector=domestic security;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000676,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya usafiri wa nchi kavu usafiri, niko Dar es Salaam.)",sw,severance_query,sector=transport;sub_sector=inland transport;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000677,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya uchimbaji uchimbaji, niko Dar es Salaam.)",sw,severance_query,sector=mining;sub_sector=mining/prospecting;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000678,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya sekondari elimu, niko Dar es Salaam.)",sw,severance_query,sector=education;sub_sector=secondary school;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000679,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya microfinance fedha, niko Dar es Salaam.)",sw,severance_query,sector=finance;sub_sector=microfinance;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000680,"Nina haki ya malipo ya mwisho? (Nafanya kazi ya nyingine nyingine, niko Dar es Salaam.)",sw,severance_query,sector=other;sub_sector=other sector;region=Dar es Salaam,K003,"Intent=severance_query → toa K003 (formula). Tumia: kifuta jasho = 7 × min(miaka,10) × mshahara/26.","Chini ya ELRA s.42, kifuta jasho = siku 7 za mshahara wa msingi × miaka iliyokamilika (hadi miaka 10). Mshahara wa siku = mshahara wa mwezi / 26. HAKILIPWI kwa utovu wa nidhamu. Niambie mshahara wako wa mwezi na miaka ya kazi nikuhesabie.",ELRA 2004 s.42
M000681,"What's the required notice period? (I work as crops and animal production in agriculture, based in Dar es Salaam.)",en,notice_query,sector=agriculture;sub_sector=crops and animal production;region=Dar es Salaam,K004,Intent=notice_query → retrieve K004 (notice rule). Apply by pay frequency.,"Under ELRA s.41: 7 days notice in the first month of employment; thereafter 4 days for daily/weekly employees or 28 days for monthly employees. Notice must be in writing, state reasons, and not run during a leave period. Employer may pay in lieu of notice.",ELRA 2004 s.41
M000682,"What's the required notice period? (I work as dispensary in health, based in Dar es Salaam.)",en,notice_query,sector=health;sub_sector=dispensary;region=Dar es Salaam,K004,Intent=notice_query → retrieve K004 (notice rule). Apply by pay frequency.,"Under ELRA s.41: 7 days notice in the first month of employment; thereafter 4 days for daily/weekly employees or 28 days for monthly employees. Notice must be in writing, state reasons, and not run during a leave period. Employer may pay in lieu of notice.",ELRA 2004 s.41
