id,sentence,lang,extracted_name,extracted_occupation,extracted_sector,extracted_sub_sector,extracted_region,extracted_years,extracted_role,bot_response
I01014,"Jina langu ni Juma, mimi ni mpishi ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01015,"Habari, mimi ni Juma. Nafanya kazi ya mpishi.",sw,Juma,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01016,"Habari, mimi ni Juma. Nafanya kazi ya mpishi.",sw,Juma,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01017,"Habari, mimi ni Juma. Nafanya kazi ya mpishi.",sw,Juma,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01018,"Habari, mimi ni Juma. Nafanya kazi ya mpishi.",sw,Juma,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01019,"Habari, mimi ni Juma. Nafanya kazi ya mpishi.",sw,Juma,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01020,"Habari, mimi ni Juma. Nafanya kazi ya mpishi.",sw,Juma,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01021,"Mimi ni Juma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01022,"Mimi ni Juma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01023,"Mimi ni Juma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01024,"Mimi ni Juma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01025,"Mimi ni Juma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01026,"Mimi ni Juma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Juma,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Juma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01027,"Jina langu ni Fatuma, mimi ni mpishi ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01028,"Jina langu ni Fatuma, mimi ni mpishi ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01029,"Jina langu ni Fatuma, mimi ni mpishi ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01030,"Jina langu ni Fatuma, mimi ni mpishi ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01031,"Jina langu ni Fatuma, mimi ni mpishi ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01032,"Jina langu ni Fatuma, mimi ni mpishi ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01033,"Habari, mimi ni Fatuma. Nafanya kazi ya mpishi.",sw,Fatuma,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01034,"Habari, mimi ni Fatuma. Nafanya kazi ya mpishi.",sw,Fatuma,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01035,"Habari, mimi ni Fatuma. Nafanya kazi ya mpishi.",sw,Fatuma,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01036,"Habari, mimi ni Fatuma. Nafanya kazi ya mpishi.",sw,Fatuma,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01037,"Habari, mimi ni Fatuma. Nafanya kazi ya mpishi.",sw,Fatuma,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01038,"Habari, mimi ni Fatuma. Nafanya kazi ya mpishi.",sw,Fatuma,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01039,"Mimi ni Fatuma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01040,"Mimi ni Fatuma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01041,"Mimi ni Fatuma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01042,"Mimi ni Fatuma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01043,"Mimi ni Fatuma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01044,"Mimi ni Fatuma, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Fatuma,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Fatuma. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01045,"Jina langu ni Hassan, mimi ni mpishi ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01046,"Jina langu ni Hassan, mimi ni mpishi ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01047,"Jina langu ni Hassan, mimi ni mpishi ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01048,"Jina langu ni Hassan, mimi ni mpishi ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01049,"Jina langu ni Hassan, mimi ni mpishi ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01050,"Jina langu ni Hassan, mimi ni mpishi ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01051,"Habari, mimi ni Hassan. Nafanya kazi ya mpishi.",sw,Hassan,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01052,"Habari, mimi ni Hassan. Nafanya kazi ya mpishi.",sw,Hassan,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01053,"Habari, mimi ni Hassan. Nafanya kazi ya mpishi.",sw,Hassan,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01054,"Habari, mimi ni Hassan. Nafanya kazi ya mpishi.",sw,Hassan,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01055,"Habari, mimi ni Hassan. Nafanya kazi ya mpishi.",sw,Hassan,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01056,"Habari, mimi ni Hassan. Nafanya kazi ya mpishi.",sw,Hassan,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01057,"Mimi ni Hassan, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01058,"Mimi ni Hassan, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01059,"Mimi ni Hassan, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01060,"Mimi ni Hassan, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01061,"Mimi ni Hassan, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01062,"Mimi ni Hassan, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Hassan,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Hassan. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01063,"Jina langu ni Amina, mimi ni mpishi ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01064,"Jina langu ni Amina, mimi ni mpishi ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01065,"Jina langu ni Amina, mimi ni mpishi ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01066,"Jina langu ni Amina, mimi ni mpishi ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01067,"Jina langu ni Amina, mimi ni mpishi ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01068,"Jina langu ni Amina, mimi ni mpishi ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01069,"Habari, mimi ni Amina. Nafanya kazi ya mpishi.",sw,Amina,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01070,"Habari, mimi ni Amina. Nafanya kazi ya mpishi.",sw,Amina,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01071,"Habari, mimi ni Amina. Nafanya kazi ya mpishi.",sw,Amina,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01072,"Habari, mimi ni Amina. Nafanya kazi ya mpishi.",sw,Amina,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01073,"Habari, mimi ni Amina. Nafanya kazi ya mpishi.",sw,Amina,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01074,"Habari, mimi ni Amina. Nafanya kazi ya mpishi.",sw,Amina,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01075,"Mimi ni Amina, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Dar es Salaam,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01076,"Mimi ni Amina, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Dar es Salaam,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Dar es Salaam. Una swali gani la kazi?
I01077,"Mimi ni Amina, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Arusha,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01078,"Mimi ni Amina, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Arusha,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Arusha. Una swali gani la kazi?
I01079,"Mimi ni Amina, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Mwanza,1,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01080,"Mimi ni Amina, kazi yangu ni mpishi, sekta ya ukarimu.",sw,Amina,cook,hospitality,5/4-star hotel,Mwanza,5,employee,Habari Amina. Naona ni mpishi sekta ya ukarimu kutoka Mwanza. Una swali gani la kazi?
I01081,"My name is John, I'm a waiter in hospitality.",en,John,waiter,hospitality,1/2-star hotel,Dar es Salaam,1,employee,Hello John. I see you're a waiter in the hospitality sector based in Dar es Salaam. What employment question can I help with?
I01082,"My name is John, I'm a waiter in hospitality.",en,John,waiter,hospitality,1/2-star hotel,Dar es Salaam,5,employee,Hello John. I see you're a waiter in the hospitality sector based in Dar es Salaam. What employment question can I help with?
I01083,"My name is John, I'm a waiter in hospitality.",en,John,waiter,hospitality,1/2-star hotel,Arusha,1,employee,Hello John. I see you're a waiter in the hospitality sector based in Arusha. What employment question can I help with?
I01084,"My name is John, I'm a waiter in hospitality.",en,John,waiter,hospitality,1/2-star hotel,Arusha,5,employee,Hello John. I see you're a waiter in the hospitality sector based in Arusha. What employment question can I help with?
I01085,"My name is John, I'm a waiter in hospitality.",en,John,waiter,hospitality,1/2-star hotel,Mwanza,1,employee,Hello John. I see you're a waiter in the hospitality sector based in Mwanza. What employment question can I help with?
I01086,"My name is John, I'm a waiter in hospitality.",en,John,waiter,hospitality,1/2-star hotel,Mwanza,5,employee,Hello John. I see you're a waiter in the hospitality sector based in Mwanza. What employment question can I help with?
